WEO Country Code,ISO,Country,Units,Scale,Country/Series-specific Notes,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After
176,ISL,Iceland,Percent change,,,-0.09,0.258,1.169,-0.224,-3.374,1.313,3.609,0.117,4.785,4.945,7.095,4.043,4.892,3.899,0.681,2.268,8.042,6.33,5.249,9.365,1.992,-6.777,-3.436,1.882,1.296,4.134,2.083,4.749,6.627,4.518,3.859,1.942,-7.154,4.107,2.723,1.658,1.808,1.82,2018
534,IND,India,Percent change,,,9.628,5.947,5.534,1.057,5.482,4.75,6.659,7.575,7.55,4.05,6.184,8.463,3.975,4.944,3.907,7.944,7.849,9.285,9.264,9.801,3.891,8.48,10.26,6.638,5.456,6.386,7.41,7.996,8.256,7.044,6.12,4.181,-10.289,8.804,7.986,7.632,7.411,7.182,2020
536,IDN,Indonesia,Percent change,,,6.979,9.085,9.002,8.928,6.523,7.956,7.54,8.22,7.818,4.7,-13.127,0.791,4.979,3.643,4.499,4.78,5.031,5.693,5.501,6.345,7.442,4.702,6.378,6.17,6.03,5.557,5.007,4.876,5.033,5.07,5.17,5.025,-1.498,6.111,5.294,5.205,5.066,5.073,2019
429,IRN,Islamic Republic of Iran,Percent change,,,-9.493,5.205,18.08,10.774,2.107,1.257,-1.489,1.023,6.215,-0.55,1.91,0.309,6.867,0.806,10.253,9.226,3.988,5.144,5.319,6.73,-0.075,0.005,5.727,3.062,-7.714,-0.325,3.215,-1.586,12.518,3.732,-5.419,-6.51,-4.99,3.155,1.531,1.537,1.144,1.151,2020
433,IRQ,Iraq,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.752,-4.341,-6.569,-7.797,81.787,53.386,1.675,5.638,1.889,8.228,3.379,6.403,7.546,13.936,7.628,0.738,2.537,15.199,-2.495,-0.106,4.426,-12.063,2.529,3.125,5.061,1.367,0.931,2019
178,IRL,Ireland,Percent change,,,2.998,5.614,7.711,1.642,3.579,2.314,5.894,9.593,9.092,10.747,8.817,10.014,8.285,6.064,5.796,3.685,6.433,5.514,5.018,5.563,-4.588,-5.024,1.484,0.288,-0.005,1.619,8.507,25.381,1.709,9.407,9.289,5.879,-3.004,4.943,4.271,3.54,2.829,2.645,2019
436,ISR,Israel,Percent change,,,3.564,1.419,6.633,4.618,7.155,3.771,7.011,9.654,5.015,4.058,4.224,3.622,8.845,0.158,-0.176,1.104,4.897,4.144,5.778,6.063,3.334,1.025,5.576,4.879,2.341,4.31,3.937,2.25,3.826,3.582,3.482,3.446,-5.885,4.869,4.601,4.479,4.217,4.028,2019
136,ITA,Italy,Percent change,,,4.029,3.252,1.982,1.439,0.723,-0.835,2.074,2.683,1.267,1.83,1.811,1.626,3.787,1.951,0.254,0.139,1.424,0.818,1.791,1.487,-0.962,-5.281,1.713,0.707,-2.981,-1.841,-0.005,0.778,1.293,1.668,0.798,0.301,-10.645,5.24,2.63,1.697,0.912,0.883,2019
343,JAM,Jamaica,Percent change,,,-3.993,4.7,4.875,0.834,2.778,2.211,1.875,2.521,0.236,-1.641,-1.21,0.981,0.776,1.281,0.675,3.667,1.324,0.894,2.899,1.444,-0.818,-3.411,-1.435,1.426,-0.501,0.206,0.576,0.871,1.499,0.687,1.886,0.899,-8.564,3.635,3.768,2.938,2.497,2.092,2019
158,JPN,Japan,Percent change,,,6.785,4.858,4.893,3.417,0.848,-0.518,0.993,2.742,3.1,1.076,-1.128,-0.252,2.78,0.406,0.118,1.528,2.205,1.663,1.42,1.654,-1.094,-5.416,4.192,-0.115,1.495,2,0.375,1.223,0.522,2.168,0.276,0.671,-5.273,2.321,1.66,1.233,0.957,0.563,2019
439,JOR,Jordan,Percent change,,,2.083,-11.348,1.063,2.437,13.28,3.137,5.047,6.439,0.665,4.274,3.27,2.826,4.267,4.85,7,3.915,8.119,8.415,8.878,7.998,6.944,5.024,2.315,2.737,2.429,2.61,3.384,2.497,1.994,2.088,1.934,1.955,-5.001,3.402,2.905,2.999,3.266,3.3,2019
916,KAZ,Kazakhstan,Percent change,,,n/a,n/a,n/a,n/a,n/a,-9.2,-12.58,-8.2,0.5,1.7,-1.9,2.7,9.8,13.5,9.8,9.3,9.6,9.7,10.7,8.9,3.3,1.2,7.3,7.4,4.8,6,4.2,1.2,1.1,4.1,4.1,4.5,-2.694,3.029,4.271,5.721,3.134,3.149,2019
664,KEN,Kenya,Percent change,,,6.091,4.554,4.134,1.339,-1.08,-0.095,2.531,4.287,4.148,0.411,2.983,2.199,0.347,3.979,0.481,2.949,4.635,5.665,5.854,6.851,0.232,3.307,8.402,6.112,4.563,5.879,5.357,5.718,5.879,4.806,6.318,5.366,1.048,4.668,6.038,5.797,5.759,5.784,2019
826,KIR,Kiribati,Percent change,,,9.149,-3.101,-1.331,0.134,1.307,1.046,1.754,-0.084,1.141,1.965,6.85,-1.771,5.956,-1.418,3.962,2.006,-1.629,4.952,-0.049,2.035,-2.092,0.803,-0.924,1.595,4.713,4.215,-0.698,10.405,5.13,0.897,2.313,2.297,-1.1,2.954,1.898,1.906,1.788,1.758,2017
542,KOR,Korea,Percent change,,,11.988,7.073,9.878,10.778,6.199,6.877,9.269,9.615,7.891,6.171,-5.129,11.467,9.061,4.852,7.725,3.147,5.197,4.309,5.264,5.8,3.013,0.793,6.805,3.686,2.403,3.165,3.202,2.809,2.947,3.16,2.907,2.039,-1.878,2.871,3.114,2.898,2.639,2.448,2019
967,UVK,Kosovo,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.063,-0.166,5.717,2.853,3.833,3.408,8.301,4.489,3.597,3.309,4.377,2.81,3.442,1.222,4.103,4.063,4.226,3.816,4,-7.5,6,3.7,3.8,3.9,4,2019
443,KWT,Kuwait,Percent change,,,-10.05,25.896,-26.229,-41.008,82.809,35.132,8.616,1.669,0.598,2.493,3.654,-1.789,4.691,0.209,3.014,17.337,10.762,10.076,7.52,5.992,2.48,-7.076,-2.371,9.628,6.625,1.151,0.499,0.593,2.926,-4.71,1.246,0.426,-8.077,0.648,3.23,2.421,2.431,2.44,2019
917,KGZ,Kyrgyz Republic,Percent change,,,n/a,n/a,n/a,n/a,n/a,-13.005,-19.807,-5.424,7.085,9.915,2.122,3.656,5.443,5.322,-0.017,7.03,7.027,-0.176,3.103,8.543,7.566,2.886,-0.472,5.956,-0.088,10.915,4.024,3.876,4.336,4.74,3.459,4.468,-12.023,9.763,7.902,6.448,4.105,4.136,2019
544,LAO,Lao P.D.R.,Percent change,,,-2.1,9.893,6.686,3.999,6.999,5.867,8.16,7.045,6.892,6.907,4.279,4.028,6.429,4.772,6.809,6.179,7.187,6.94,8.954,7.851,7.822,7.373,8.018,7.986,7.805,8.026,7.612,7.27,7.023,6.832,6.308,5.169,0.203,4.769,5.649,5.84,5.817,6.076,2018
941,LVA,Latvia,Percent change,,,n/a,n/a,n/a,n/a,n/a,-11.4,2.2,-2.084,2.546,8.939,6.365,2.828,5.595,6.319,7.116,8.436,8.341,10.743,11.888,10.011,-3.346,-14.238,-4.473,6.285,4.134,2.328,1.915,3.261,1.774,3.787,4.285,2.197,-6,5.2,5.051,4.905,3.482,2.998,2019
446,LBN,Lebanon,Percent change,,,-28.209,-42.195,-13.421,38.2,4.495,7,8.03,6.493,4.038,10.19,3.9,-0.8,1.1,3.9,3.4,1.7,7.5,2.748,1.55,9.311,9.069,10.232,7.975,0.867,2.541,3.811,2.461,0.212,1.53,0.851,-1.926,-6.9,-25,n/a,n/a,n/a,n/a,n/a,2018
666,LSO,Lesotho,Percent change,,,7.738,5.52,5.191,4.767,6.222,3.847,4.475,2.814,4.921,3.482,1.404,1.59,4.904,3.276,1.576,4.071,2.398,3.112,4.417,4.993,8.359,3.21,6.374,5.716,6.073,3.851,2.824,3.261,3.395,-0.973,0.381,0.957,-4.798,3.863,4.304,3.663,1.682,2.113,2018
668,LBR,Liberia,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.758,4.431,-28.974,3.971,5.856,8.48,13.103,6.105,5.192,6.351,7.7,8.42,8.836,0.695,0.007,-1.63,2.469,1.242,-2.516,-3.006,3.241,4.096,4.879,5.31,5.392,2018
672,LBY,Libya,Percent change,,,7.579,7.199,3.72,15.655,-2.712,-3.763,1.935,-12.397,2.633,-0.607,-0.377,0.462,3.681,-1.764,-0.959,13.016,4.461,11.87,6.5,6.354,-18.121,-2.988,3.176,-66.657,124.709,-36.829,-53.017,-13.023,-7.389,64.014,17.879,9.89,-66.652,76.021,54.941,9.107,0.298,0.3,2017
946,LTU,Lithuania,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.239,8.293,7.467,-1.135,3.832,6.523,6.761,10.539,6.55,7.727,7.406,11.087,2.628,-14.814,1.482,6.025,3.834,3.558,3.508,2.033,2.556,4.248,3.644,3.93,-1.84,4.064,3.743,3.199,2.338,2.218,2019
137,LUX,Luxembourg,Percent change,,,8.464,9.798,5.32,8.645,1.819,4.201,3.821,1.432,1.515,5.937,6.492,8.421,8.442,2.532,3.82,1.629,3.612,3.173,5.178,8.355,-1.279,-4.359,4.865,2.539,-0.352,3.654,4.297,4.305,4.575,1.801,3.111,2.297,-5.8,5.856,3.75,3.143,2.5,2.451,2019
546,MAC,Macao SAR,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.947,11.654,26.756,8.06,13.314,14.448,3.394,1.321,25.264,21.673,9.237,11.2,-1.201,-21.594,-0.718,9.887,5.443,-4.711,-52.276,23.862,30.002,25.074,8.237,6.024,2019
674,MDG,Madagascar,Percent change,,,3.407,4.075,3.129,-6.306,1.181,2.1,-0.042,1.679,2.154,3.693,3.917,4.699,4.457,5.98,-12.408,9.785,5.257,4.756,5.399,5.711,6.713,-3.979,0.619,1.578,3.011,2.3,3.339,3.132,3.993,3.933,4.565,4.758,-3.163,3.163,4.767,5.281,5.191,4.96,2018
676,MWI,Malawi,Percent change,,,3.177,1.345,5.692,8.73,-7.333,9.692,-10.313,13.83,9.979,6.587,1.061,3.541,0.775,-4.076,1.76,5.706,5.42,3.269,4.7,9.6,7.64,8.328,6.874,4.854,1.886,5.2,5.7,2.95,2.27,4,3.17,4.5,0.6,2.5,6.5,6.5,6.3,6.25,2011
548,MYS,Malaysia,Percent change,,,9.938,9.06,9.007,9.547,8.886,9.896,9.211,9.83,10.002,7.327,-7.359,6.131,8.671,0.518,5.391,5.789,6.783,4.976,5.584,6.299,4.832,-1.514,7.528,5.293,5.474,4.694,6.007,5.007,4.45,5.813,4.77,4.303,-6,7.8,6,5.7,5.3,5,2019
556,MDV,Maldives,Percent change,,,8.722,9.292,-4.049,6.896,6.467,5.417,7.505,7.377,9.084,10.405,9.789,7.23,4.77,3.452,6.098,25.394,6.031,-13.129,26.112,7.714,9.485,-7.229,7.267,8.567,2.517,7.281,7.33,2.885,6.338,6.804,6.889,5.657,-18.562,12.696,10.988,7.538,6.686,5.943,2019
678,MLI,Mali,Percent change,,,0.054,10.692,9.31,7.68,-1.562,3.561,3.802,2.997,7.281,4.797,2.926,6.245,-0.061,15.376,3.106,9.119,1.56,6.535,4.662,3.494,4.773,4.806,5.313,2.656,-0.703,2.201,6.775,6.622,5.946,5.038,5.177,5.056,-1.983,4,6,5,5,5,2018
181,MLT,Malta,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.175,2.565,4.074,0.14,3.384,2.51,4.775,3.826,-1.134,5.544,0.467,4.118,5.473,7.634,9.608,3.891,8.015,5.179,4.92,-7.917,4.804,5.547,4.618,4.546,4.515,2019
867,MHL,Marshall Islands,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.819,-1.255,1.354,6.826,3.741,-1.616,0.949,2.285,0.668,2.769,-6.753,1.444,7.555,-0.756,-2.37,3.718,-0.94,1.591,1.307,4.057,3.625,5.309,-4.5,-0.9,3.5,2.3,2,1.8,2018
682,MRT,Mauritania,Percent change,,,n/a,n/a,n/a,--,1.772,5.874,-3.061,9.82,5.819,-4.045,2.778,7.713,-3.918,-0.799,1.381,6.928,4.733,8.566,18.333,-1.969,-0.331,0.098,2.62,4.173,4.47,4.151,4.275,5.376,1.261,3.497,2.115,5.861,-3.229,2.031,4.167,6.076,5.229,4.284,2018
684,MUS,Mauritius,Percent change,,,6.791,4.465,7.187,4.435,6.513,5.082,4.136,4.288,5.588,5.687,6.072,2.611,8.192,3.214,1.627,5.984,4.299,1.453,4.514,5.727,5.387,3.315,4.377,4.077,3.496,3.36,3.745,3.553,3.838,3.814,3.76,3.015,-14.2,9.9,6.5,4.2,3.5,3.3,2018
273,MEX,Mexico,Percent change,,,1.283,4.106,5.176,4.215,3.541,2.738,4.941,-6.291,6.773,6.847,5.164,2.754,4.942,-0.404,-0.04,1.446,3.921,2.308,4.495,2.291,1.144,-5.286,5.118,3.663,3.642,1.354,2.85,3.293,2.631,2.113,2.202,-0.304,-8.954,3.53,2.258,2.152,2.1,2.115,2019
868,FSM,Micronesia,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.087,-6.061,2.746,1.527,4.86,2.089,0.613,1.606,-3.137,2.058,-0.115,-1.939,-2.194,1.031,2.259,3.189,-1.867,-3.68,-2.306,4.622,0.9,2.682,0.212,1.2,-3.778,1.187,0.6,0.6,0.6,0.6,2018
921,MDA,Moldova,Percent change,,,n/a,n/a,n/a,n/a,n/a,-1.2,-30.9,-1.428,-5.9,1.6,-6.5,-3.4,2.1,6.1,7.8,6.6,7.4,7.5,4.8,3,7.8,-6,7.1,5.818,-0.59,9.044,5,-0.338,4.409,4.691,4.002,3.58,-4.5,4.1,4,4.2,4.2,4.2,2019
948,MNG,Mongolia,Percent change,,,5.146,4.183,-2.486,-9.199,-9.256,-3.169,2.134,6.376,2.235,3.897,3.34,3.07,1.146,4.639,5.267,7.357,9.425,6.507,8.163,8.757,7.819,-2.069,7.313,17.291,12.32,11.649,7.885,2.38,1.168,5.337,7.247,5.099,-2,6,5.5,5,5,4.5,2019
943,MNE,Montenegro,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,1.9,2.5,4.4,4.2,8.6,6.8,7.2,-5.8,2.7,3.2,-2.724,3.549,1.784,3.39,2.949,4.716,5.078,3.594,-12.002,5.5,4.2,3.1,3,3,2019
686,MAR,Morocco,Percent change,,,10.415,2.366,4.035,7.216,-2.098,-0.741,10.588,-5.405,12.373,-1.561,7.239,1.081,1.913,7.32,3.121,5.961,4.797,3.292,7.575,3.532,5.923,4.244,3.816,5.246,3.01,4.535,2.669,4.55,1.047,4.235,2.99,2.203,-6.971,4.922,3.545,3.65,3.683,3.74,2019
688,MOZ,Mozambique,Percent change,,,8.2,6.5,1,6.552,-6.102,10.589,6.536,2.254,11.205,11.3,9.927,11.702,1.189,12.09,9.29,6.926,7.93,6.638,9.702,7.732,7.289,6.314,6.488,7.404,7.258,6.964,7.399,6.723,3.824,3.741,3.444,2.284,-0.5,2.1,4.7,8.623,11.015,11.212,2019
518,MMR,Myanmar,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.432,12.418,12.468,9.928,13.196,15.318,13.567,13.307,12.5,7.558,4.385,5.247,5.471,6.486,7.899,8.2,7.473,6.408,5.75,6.405,6.5,1.994,5.652,6.224,6.382,6.462,6.502,2019
728,NAM,Namibia,Percent change,,,n/a,n/a,n/a,5.343,9.27,-1.62,3.005,4.115,3.196,4.216,3.291,3.366,3.497,2.393,6.68,3.477,6.632,4.67,3.948,3.646,2.65,0.296,6.039,5.091,5.062,5.615,5.758,4.527,-0.281,-0.256,0.698,-0.954,-5.855,3.435,3.595,3.173,2.659,2.659,2019
836,NRU,Nauru,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.356,8.329,-22.185,20.381,9.086,11.113,10.778,10.367,30.969,27.229,3.418,3.02,-5.496,5.703,0.959,0.706,1.25,0.898,0.779,0.552,0.549,2019
558,NPL,Nepal,Percent change,,,7.697,4.328,4.635,6.366,4.108,3.847,8.219,3.468,5.338,5.261,2.943,4.483,6.116,5.629,0.12,3.945,4.683,3.479,3.365,3.412,6.105,4.533,4.816,3.422,4.781,4.129,5.989,3.323,0.589,8.223,6.658,7.051,0.02,2.494,5.971,5.233,5.042,5.019,2019
138,NLD,Netherlands,Percent change,,,4.585,4.481,4.178,2.451,1.589,1.264,3.009,2.773,3.494,4.328,4.668,5.032,4.199,2.328,0.217,0.158,1.983,2.047,3.462,3.772,2.172,-3.667,1.341,1.55,-1.031,-0.127,1.424,1.958,2.192,2.911,2.361,1.677,-5.4,4.047,2.016,1.677,1.536,1.538,2019
196,NZL,New Zealand,Percent change,,,0.555,1.497,1.055,-2.159,0.871,4.876,6.669,4.334,3.728,3.017,0.758,4.468,4.118,2.2,5.116,4.574,4.435,2.563,2.741,3.956,-0.403,0.333,2.037,1.903,2.53,2.203,3.189,4.114,4.195,3.799,3.213,2.221,-6.066,4.356,2.6,2.553,2.491,2.478,2019
278,NIC,Nicaragua,Percent change,,,-12.4,-1.694,-0.132,-0.154,0.4,-0.4,5,5.912,6.344,3.967,3.712,7.036,4.102,2.961,0.754,2.521,5.312,4.282,3.805,5.076,3.436,-3.293,4.41,6.317,6.496,4.927,4.785,4.792,4.563,4.631,-3.95,-3.879,-5.54,-0.5,2.7,2,1.8,2.1,2019
692,NER,Niger,Percent change,,,6.871,0.957,-1.308,-0.439,2.001,0.322,1.855,2.457,0.101,1.527,9.973,-0.22,-1.208,7.268,4.918,2.171,0.364,7.332,5.931,3.143,7.731,1.963,8.578,2.358,10.549,5.315,6.642,4.393,5.709,4.999,7.219,5.903,0.499,6.912,12.841,11.369,6.575,6.016,2019
694,NGA,Nigeria,Percent change,,,n/a,n/a,n/a,-0.552,2.193,1.569,0.257,1.872,4.052,2.886,2.496,0.522,5.518,6.667,14.604,9.503,10.442,7.008,6.726,7.318,7.199,8.353,11.259,4.887,4.279,5.394,6.31,2.653,-1.617,0.806,1.923,2.208,-4.278,1.698,2.522,2.514,2.521,2.513,2019
962,MKD,North Macedonia,Percent change,,,n/a,n/a,n/a,n/a,n/a,-7.5,-1.8,-1.1,1.2,1.351,3.381,4.348,4.539,-3.067,1.494,2.223,4.674,4.724,5.137,6.473,5.472,-0.359,3.359,2.34,-0.456,2.925,3.629,3.856,2.848,1.082,2.72,3.551,-5.4,5.5,4.5,4.04,3.8,3.54,2019
142,NOR,Norway,Percent change,,,-0.255,1.038,1.932,3.085,3.574,2.845,5.055,4.155,5.028,5.285,2.624,2.013,3.205,2.075,1.446,0.91,3.969,2.625,2.4,2.994,0.476,-1.727,0.702,0.981,2.703,1.034,1.969,1.967,1.072,2.323,1.29,1.155,-2.834,3.559,2.954,2.325,1.84,1.833,2018
449,OMN,Oman,Percent change,,,5.245,2.983,8.378,6.044,8.492,6.144,3.845,4.831,2.889,6.178,2.704,0.332,6.549,4.483,-1.101,-2.667,1.291,2.49,5.373,4.452,8.201,6.112,1.956,2.565,9.104,5.103,1.423,4.658,4.897,0.346,0.919,-0.825,-10.004,-0.545,11.041,3.534,3.474,3.055,2019
564,PAK,Pakistan,Percent change,,,6.436,4.808,4.589,5.127,7.569,2.097,4.369,5.062,6.599,1.703,3.494,4.182,3.908,1.967,3.112,4.726,7.483,8.958,5.818,5.537,4.988,0.361,2.581,3.624,3.837,3.683,4.053,4.058,4.563,5.219,5.534,1.911,-0.385,1.021,4.046,4.524,4.995,5.024,2020
565,PLW,Palau,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.44,3.579,-3.263,4.856,3.96,-0.406,0.988,-5.414,-5.92,0.111,5.076,1.606,-1.738,5.963,5.04,-0.444,-1.972,5.815,-1.769,-11.4,-7.4,10.3,11.9,1.8,2,2019
283,PAN,Panama,Percent change,,,-13.38,1.562,8.099,9.418,8.203,5.456,2.849,1.752,7.371,6.48,7.332,3.878,2.737,0.558,2.247,4.226,7.508,7.181,8.541,12.111,9.856,1.243,5.828,11.314,9.779,6.903,5.067,5.733,4.953,5.599,3.692,3.006,-8.995,4,5,5,5,5,2019
853,PNG,Papua New Guinea,Percent change,,,2.909,-1.424,-3.132,9.568,13.827,13.334,10.492,-3.446,6.599,-6.343,4.682,1.856,-2.494,-0.123,-0.159,9.046,0.578,4.252,2.537,7.815,-0.296,6.8,10.128,1.108,4.657,3.825,13.544,9.484,4.078,3.538,-0.85,4.933,-3.276,1.187,2.871,3.016,2.763,3.164,2015
288,PRY,Paraguay,Percent change,,,5.881,5.817,4.12,3.49,1.696,4.936,5.318,6.823,1.574,4.243,0.068,-1.366,-2.314,-0.834,-0.021,4.321,4.057,2.133,4.807,5.422,6.359,-0.258,11.144,4.249,-0.539,8.417,4.861,3.08,4.313,4.954,3.356,-0.03,-4,5.5,5,4.2,4.1,4,2018
293,PER,Peru,Percent change,,,-9.422,-13.422,-5.09,2.219,-0.541,5.244,12.308,7.411,2.799,6.476,-0.392,1.495,2.695,0.617,5.454,4.165,4.959,6.285,7.529,8.518,9.143,1.049,8.451,6.452,5.951,5.837,2.394,3.274,4.05,2.475,3.969,2.175,-13.941,7.287,5.003,4.887,3.911,3.797,2019
566,PHL,Philippines,Percent change,,,6.753,6.205,3.037,-0.439,0.374,2.104,4.235,4.49,5.752,5.061,-0.63,3.324,3.851,3.049,3.716,5.087,6.569,4.942,5.316,6.519,4.344,1.448,7.335,3.858,6.897,6.751,6.348,6.348,7.149,6.931,6.341,6.041,-8.262,7.411,6.447,6.469,6.459,6.478,2019
964,POL,Poland,Percent change,,,3.285,3.812,-7.171,-7.005,2.033,4.287,5.239,6.728,6.239,7.086,4.982,4.524,4.26,1.205,1.443,3.562,5.136,3.493,6.179,7.035,4.25,2.82,3.608,5.017,1.608,1.392,3.318,3.839,3.064,4.938,5.349,4.147,-3.56,4.599,4.518,3.668,2.923,2.368,2019
182,PRT,Portugal,Percent change,,,5.34,6.649,7.859,3.37,3.13,-0.687,1.489,2.307,3.504,4.401,4.808,3.907,3.816,1.944,0.771,-0.931,1.789,0.782,1.625,2.507,0.319,-3.122,1.738,-1.696,-4.057,-0.923,0.792,1.792,2.019,3.506,2.637,2.165,-10.002,6.5,4.8,2.9,2,1.7,2019
359,PRI,Puerto Rico,Percent change,,,6.508,4.94,3.781,2.304,4.564,4.645,4.186,4.549,2.314,4.88,6.518,4.413,3.272,9.468,2.17,2.341,1.987,-1.987,-1.41,-1.162,-1.844,-1.952,-0.413,-0.359,0.029,-0.307,-1.19,-1.049,-1.263,-2.657,-4.906,2,-7.5,1.5,0.7,0,-0.3,-0.3,2018
453,QAT,Qatar,Percent change,,,4.7,5.3,-14.644,-1.524,10.424,-0.891,1.929,0.361,4.229,27.745,10.253,3.767,6.946,4.5,6.873,3.987,19.225,7.792,28.082,18.191,17.494,13.063,17.746,11.303,4.73,5.556,5.334,4.753,3.064,-1.498,1.235,0.775,-4.483,2.521,3.877,1.998,2.577,2.472,2019
968,ROU,Romania,Percent change,,,-0.5,-5.8,-5.612,-12.927,-8.766,1.528,3.932,7.138,3.948,-6.053,-4.818,-1.15,2.921,5.218,5.703,2.341,10.428,4.668,8.029,7.234,9.307,-5.517,-3.901,2.007,2.077,3.515,3.411,3.872,4.801,7.111,4.437,4.08,-4.801,4.573,3.88,3.759,3.646,3.505,2019
922,RUS,Russia,Percent change,,,n/a,n/a,n/a,n/a,n/a,-8.7,-12.7,-4.1,-3.608,1.382,-5.345,6.351,10.046,5.09,4.744,7.349,7.176,6.376,8.154,8.535,5.248,-7.821,4.503,5.066,4.024,1.755,0.736,-1.973,0.194,1.826,2.536,1.342,-4.116,2.816,2.349,2.145,2.045,1.795,2019
714,RWA,Rwanda,Percent change,,,0.296,-5.706,0.419,-4.3,6.6,-10.378,-41.89,24.541,11.596,14.9,8.34,3.308,12.436,5.863,12.832,-2.859,7.654,9.438,14.99,6.96,1.71,8.588,5.97,9.024,8.595,5.89,7.803,8.873,5.973,3.987,8.578,9.397,1.985,6.315,7.956,8.581,7.08,6.068,2018
862,WSM,Samoa,Percent change,,,2.871,5.819,-6.444,-2.443,4.135,1.683,6.39,6.556,7.274,0.803,1.1,-0.636,5.093,7.39,5.652,5.213,3.087,6.639,2.132,0.486,3.556,-0.542,2.551,4.173,-4.089,-0.419,0.078,4.272,8.054,1.016,-2.168,3.549,-4.997,-1.519,2.658,2.178,2.178,2.178,2019
135,SMR,San Marino,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.52,8.998,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.103,-0.378,-10.134,-5.805,-8.522,-7.207,-0.817,-0.657,2.695,2.344,0.435,1.696,1.1,-11,5.67,2.94,1.446,0.562,0.5,2018
716,STP,São Tomé and Príncipe,Percent change,,,1.999,3.135,-2.153,1.201,0.7,1.1,2.2,2,1.5,0.996,2.5,2.5,0.448,2.4,2.377,6.573,3.832,7.094,9.116,3.254,8.186,2.426,6.672,4.398,3.142,4.815,6.55,3.798,4.172,3.871,3.028,1.302,-6.5,3,5.5,4.5,4.5,4.5,2019
456,SAU,Saudi Arabia,Percent change,,,13.109,-0.503,15.193,15.008,3.988,-1.364,0.559,0.212,2.637,1.104,2.893,-3.763,5.625,-1.211,-2.819,11.242,7.958,5.574,2.788,1.847,6.25,-2.059,5.039,9.997,5.411,2.699,3.652,4.106,1.671,-0.742,2.434,0.331,-5.435,3.099,3.444,2.547,2.631,2.637,2019
722,SEN,Senegal,Percent change,,,-0.592,3.978,-0.676,2.556,1.243,1.301,-0.017,5.363,2.012,3.124,5.899,6.347,3.199,4.581,0.655,6.683,5.871,5.623,2.462,4.938,4.056,2.093,3.563,1.458,5.117,2.822,6.614,6.367,6.356,7.407,6.363,5.287,-0.689,5.246,6.008,12.414,8.146,6.028,2019
942,SRB,Serbia,Percent change,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.147,7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.44,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.59,1.776,3.34,2.049,4.392,4.187,-2.468,5.478,6.035,4.508,4.027,4.017,2019
718,SYC,Seychelles,Percent change,,,5.326,10.286,7.455,2.76,7.173,7.303,-2.437,0.485,9.998,12.194,2.467,1.872,4.253,-2.271,1.213,-5.887,-2.85,9.006,9.406,10.418,-2.141,-1.107,5.945,5.379,3.68,6.018,4.531,4.911,4.563,4.376,3.754,3.901,-13.778,4.172,5.55,4.828,4.173,3.961,2017
724,SLE,Sierra Leone,Percent change,,,2.058,4.952,1.611,-7.993,-9.646,0.054,3.5,-10.025,-24.787,-17.596,-0.837,-8.122,3.807,18.17,26.425,9.327,6.598,4.505,4.224,8.058,5.4,3.187,5.347,6.312,15.178,20.72,4.555,-20.493,6.354,3.771,3.458,5.351,-3.085,2.742,4.235,4.542,4.497,4.608,2018
